x,y
4.555649938993156,18.819849099963903
52.810548804700375,75.04042484797537
24.60877343546599,46.41534637194127
4.205953353084624,16.550922906026244
32.79207192827016,85.78064534813166
69.28034061565995,89.34177719056606
69.07052784226835,44.742289069108665
47.77959710918367,22.183420113287866
31.818100763484836,59.860027325339615
23.16257853526622,60.8599697239697
14.280002238228917,99.21584404073656
41.372432629577816,75.33905846066773
23.303409945219755,99.74241435993463
46.59624502528459,43.805950437672436
26.597264036536217,99.76887449156493
12.753165024332702,57.418973301537335
75.33078643027693,57.76351490058005
37.44627758860588,22.29283400811255
38.39696377981454,61.24037562403828
81.46400388795882,95.98758656065911
44.851634139195085,74.48360500857234
43.983168760314584,76.24581877607852
75.44751586392522,91.90293110441417
62.922113155946136,90.66975829191506
71.01824013516307,81.55128289945424
35.179790924303234,95.08902349043638
24.361947271972895,92.15062626171857
10.286464425735176,76.46131617948413
43.489274149760604,67.25703105330467
18.769111926667392,93.36617370136082
9.359498671256006,91.33376062382013
46.677904156968,60.52339477464557
51.15054599009454,40.02851664554328
59.99889592640102,66.57953034155071
48.861303366720676,52.189570013433695
48.29023971688002,96.57868335489184
30.122889997437596,64.21255362220109
6.07205715496093,39.71109378617257
72.05962734296918,67.87088098935783
64.78934793267399,31.04833043180406
31.982061709277332,74.24388686195016
30.772001086734235,96.00922123063356
36.948886583559215,52.22354072611779
61.92564833909273,68.09984869323671
73.70777379255742,20.3609089134261
52.11357257794589,87.65497119165957
82.1805460145697,72.0627042464912
23.116178205236793,84.08875991590321
23.90999556519091,93.08210720773786
24.57236780319363,26.994221936911345
84.74531651008874,86.7818171158433
38.79090298432857,85.00267243944108
24.64489941485226,52.39330769982189
50.2299563260749,67.64472473878413
37.4713956611231,81.11001686193049
35.544538078829646,96.23885322362185
66.8284649727866,63.415878638625145
61.80178732611239,70.7063608802855
31.244816491380334,30.22177591919899
26.501780608668923,82.32827463652939
26.503273146227002,97.16128029394895
56.45904347766191,12.442074599675834
27.41666215006262,59.12002841942012
32.148275640793145,99.65162712614983
61.99933101888746,99.007253791205585
46.653270232491195,43.67495977785438
57.28670582175255,42.654858250170946
23.872602684423327,82.07798665389419
60.136572597548366,32.53821516409516
51.502972724847496,84.24119295086712
36.409186478704214,96.16284375078976
28.8239280693233,66.09204874839634
48.204260552302,71.66138486936688
21.625478961504996,84.54825587105006
67.43763880804181,74.64154090266675
70.08530874736607,74.5913676219061
35.18886384554207,67.15824713464826
28.25283301062882,85.09747583884746
72.8394428268075,68.58423312660307
5.2843942772597075,40.327321691438556
47.78453798498958,82.01644644141197
69.82615948654711,78.83248524740338
42.842150875367224,59.86489683855325
19.774473668076098,39.205676573328674
80.34185420256108,10.850190347991884
54.682615655474365,53.344422997906804
31.18697467725724,56.40424371231347
25.72167464531958,99.23350361641496
26.752143213525414,32.86920748651028
53.10703988652676,85.48957167658955
40.439918101765215,85.88521382771432
47.15762776322663,47.201953385956585
67.41868425160646,94.240728369914
57.65190212987363,96.7071830527857
34.73246314097196,65.41072165127844
50.28130456339568,96.9246099004522
16.421122499741614,78.10319759882987
46.64723768364638,98.70372079312801
64.88181243184954,76.22750662267208
39.65845946222544,61.78600303828716
39.58926883060485,98.19458222482353
22.588643291965127,86.21822209097445
67.0282039558515,12.602719850838184
29.774178261868656,68.02954452577978
10.359964496456087,31.186490738764405
63.013185281306505,43.76650024205446
35.47830975148827,61.41050343867391
85.37633738014847,88.43618580140173
3.487480408512056,89.42309599369764
61.72352696303278,72.27605297230184
28.62853487022221,19.021616340614855
31.427078042179346,91.92108986899257
69.73737662192434,54.67520703095943
64.39229149837047,37.011614139191806
41.473533445969224,60.96070101484656
11.940477997995913,81.82921691332012
22.507335082627833,66.335767111741
37.02147984877229,58.685954147949815
38.83191151544452,52.82881478779018
22.92448403313756,36.95215100888163
62.329754629172385,69.84724055510014
30.811955430544913,94.63955604005605
36.33005435112864,93.08834078256041
78.39464787393808,92.1451541595161
19.33786799199879,64.9938648333773
40.660786628723145,91.01436687633395
48.31676692701876,92.20618878025562
45.51080509554595,36.54052969068289
77.45915420819074,77.89071081206203
20.88763485662639,82.36663762945682
18.52964418940246,54.97516330797225
28.221841738559306,71.37376046739519
21.04870791081339,89.56820131279528
29.63021753821522,26.284700189717114
10.541774611920118,72.80513613950461
23.95946290344,57.1435950929299
27.054487238638103,87.86950763314962
11.791384126991034,20.539578958414495
33.931258018128574,98.05245033930987
31.694924808107316,98.58675547875464
49.794893618673086,79.43601943552494
19.20233187265694,71.06985030695796
54.745946801267564,92.6862747175619
59.62635446339846,20.998230041004717
32.19373757019639,54.5186908217147
86.25518975313753,91.61710133776069
23.481967579573393,73.57311563100666
61.26719652675092,46.5094254584983
10.81785294227302,86.36053293012083
48.703256994485855,67.50005832873285
28.299287077970803,86.60680274479091
76.039953622967,57.997810281813145
14.708410855382681,82.96748027205467
23.661974212154746,44.585653510876
16.529808123596013,67.57699991576374
27.077801944687963,79.80093858204782
23.009692039340734,66.26049645710737
62.71461844444275,80.42182757053524
70.48722456675023,77.36129201948643
21.51664881967008,87.7237849868834
30.77638742979616,65.48185851424932
68.77426856663078,25.402730330824852
11.577966483309865,45.06123806349933
12.770568788982928,19.69611970707774
42.894859588705,97.46297497767955
83.44009779393673,19.917438132688403
68.6324946815148,37.80865343287587
35.36060759797692,33.642967022024095
28.710013069212437,75.2326674759388
46.47137741558254,92.28235257323831
8.253118162974715,14.83534974977374
39.56606399733573,62.60918118059635
17.174340598285198,70.7173747709021
36.46710279863328,84.43550707306713
31.2112791929394,91.99424141552299
51.88049233984202,65.06526642479002
30.288762459531426,31.474034930579364
68.76075817272067,46.38867115136236
44.70369948539883,65.02829312812537
81.64781387895346,78.57752081472427
